"","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"68986","G17003100313001",170310313001,"55","5"
"68987","G17003100313002",170310313002,"52","5"
"68988","G17003100313003",170310313003,"50","4"
"68989","G17003100313004",170310313004,"54","5"
"68990","G17003100313005",170310313005,"53","5"
"68991","G17003100314001",170310314001,"58","5"
"68992","G17003100314002",170310314002,"44","4"
"68993","G17003100314003",170310314003,"45","4"
"68994","G17003100314004",170310314004,"46","4"
"68995","G17003100314005",170310314005,"52","5"
"68996","G17003100315011",170310315011,"41","3"
"68997","G17003100315012",170310315012,"37","3"
"68998","G17003100315013",170310315013,"37","3"
"68999","G17003100315021",170310315021,"51","5"
"69000","G17003100315022",170310315022,"53","5"
"69001","G17003100315023",170310315023,"57","5"
"69002","G17003100317001",170310317001,"29","2"
"69003","G17003100317002",170310317002,"30","2"
"69004","G17003100317003",170310317003,"29","2"
"69005","G17003100317004",170310317004,"32","2"
"69006","G17003100318001",170310318001,"27","2"
"69007","G17003100319001",170310319001,"30","2"
"69008","G17003100319002",170310319002,"28","2"
"69009","G17003100321001",170310321001,"51","5"
"69010","G17003100321002",170310321002,"51","5"
"69011","G17003100321003",170310321003,"51","5"
"69012","G17003100321004",170310321004,"51","5"
"69013","G17003100321005",170310321005,"51","5"
"69014","G17003100401001",170310401001,"15","1"
"69015","G17003100401002",170310401002,"29","2"
"69016","G17003100401003",170310401003,"13","1"
"69017","G17003100402011",170310402011,"23","2"
"69018","G17003100402012",170310402012,"24","2"
"69019","G17003100402013",170310402013,"22","2"
"69020","G17003100402014",170310402014,"22","2"
"69021","G17003100402021",170310402021,"46","4"
"69022","G17003100402022",170310402022,"47","4"
"69023","G17003100402023",170310402023,"45","4"
"69024","G17003100402024",170310402024,"56","5"
"69025","G17003100403001",170310403001,"19","1"
"69026","G17003100403002",170310403002,"56","5"
"69027","G17003100403003",170310403003,"22","2"
"69028","G17003100404011",170310404011,"18","1"
"69029","G17003100404012",170310404012,"17","1"
"69030","G17003100404013",170310404013,"25","2"
"69031","G17003100404014",170310404014,"17","1"
"69032","G17003100404021",170310404021,"28","2"
"69033","G17003100404022",170310404022,"41","3"
"69034","G17003100404023",170310404023,"26","2"
"69035","G17003100404024",170310404024,"31","2"
"69036","G17003100404025",170310404025,"30","2"
"69037","G17003100406001",170310406001,"7","1"
"69038","G17003100406002",170310406002,"11","1"
"69039","G17003100406003",170310406003,"8","1"
"69040","G17003100407001",170310407001,"31","2"
"69041","G17003100407002",170310407002,"27","2"
"69042","G17003100407003",170310407003,"26","2"
"69043","G17003100407004",170310407004,"30","2"
"69044","G17003100408001",170310408001,"20","1"
"69045","G17003100408002",170310408002,"21","1"
"69046","G17003100409001",170310409001,"11","1"
"69047","G17003100409002",170310409002,"23","2"
"69048","G17003100501001",170310501001,"8","1"
"69049","G17003100501002",170310501002,"7","1"
"69050","G17003100502001",170310502001,"8","1"
"69051","G17003100502002",170310502002,"11","1"
"69052","G17003100502003",170310502003,"11","1"
"69053","G17003100503001",170310503001,"10","1"
"69054","G17003100503002",170310503002,"8","1"
"69055","G17003100503003",170310503003,"8","1"
"69056","G17003100505001",170310505001,"7","1"
"69057","G17003100505002",170310505002,"7","1"
"69058","G17003100505003",170310505003,"7","1"
"69059","G17003100505004",170310505004,"7","1"
"69060","G17003100505005",170310505005,"7","1"
"69061","G17003100506001",170310506001,"21","1"
"69062","G17003100506002",170310506002,"11","1"
"69063","G17003100507001",170310507001,"9","1"
"69064","G17003100508001",170310508001,"5","1"
"69065","G17003100509001",170310509001,"9","1"
"69066","G17003100510001",170310510001,"9","1"
"69067","G17003100511001",170310511001,"9","1"
"69068","G17003100512001",170310512001,"4","1"
"69069","G17003100512002",170310512002,"5","1"
"69070","G17003100513001",170310513001,"5","1"
"69071","G17003100513002",170310513002,"7","1"
"69072","G17003100514001",170310514001,"9","1"
"69073","G17003100514002",170310514002,"20","1"
"69074","G17003100601001",170310601001,"6","1"
"69075","G17003100601002",170310601002,"13","1"
"69076","G17003100601003",170310601003,"19","1"
"69077","G17003100602001",170310602001,"21","1"
"69078","G17003100602002",170310602002,"14","1"
"69079","G17003100603001",170310603001,"8","1"
"69080","G17003100603002",170310603002,"9","1"
"69081","G17003100604001",170310604001,"10","1"
"69082","G17003100604002",170310604002,"7","1"
"69083","G17003100604003",170310604003,"10","1"
"69084","G17003100605001",170310605001,"9","1"
"69085","G17003100608001",170310608001,"44","4"
"69086","G17003100608002",170310608002,"PH","PH"
"69087","G17003100608003",170310608003,"65","6"
"69088","G17003100608004",170310608004,"52","5"
"69089","G17003100609001",170310609001,"50","4"
"69090","G17003100609002",170310609002,"PH","PH"
"69091","G17003100609003",170310609003,"52","5"
"69092","G17003100609004",170310609004,"54","5"
"69093","G17003100609005",170310609005,"53","5"
"69094","G17003100609006",170310609006,"50","4"
"69095","G17003100610001",170310610001,"13","1"
"69096","G17003100611001",170310611001,"16","1"
"69097","G17003100612001",170310612001,"7","1"
"69098","G17003100615001",170310615001,"12","1"
"69099","G17003100618001",170310618001,"32","2"
"69100","G17003100619011",170310619011,"43","4"
"69101","G17003100619012",170310619012,"43","4"
"69102","G17003100619013",170310619013,"43","4"
"69103","G17003100619014",170310619014,"43","4"
"69104","G17003100619021",170310619021,"29","2"
"69105","G17003100619022",170310619022,"24","2"
"69106","G17003100619023",170310619023,"29","2"
"69107","G17003100619024",170310619024,"PH","PH"
"69108","G17003100620001",170310620001,"23","2"
"69109","G17003100620002",170310620002,"31","2"
"69110","G17003100621001",170310621001,"9","1"
"69111","G17003100621002",170310621002,"19","1"
"69112","G17003100621003",170310621003,"22","2"
"69113","G17003100622001",170310622001,"8","1"
"69114","G17003100622002",170310622002,"10","1"
"69115","G17003100623001",170310623001,"2","1"
"69116","G17003100624001",170310624001,"8","1"
"69117","G17003100625001",170310625001,"17","1"
"69118","G17003100626001",170310626001,"6","1"
"69119","G17003100627001",170310627001,"9","1"
"69120","G17003100627002",170310627002,"9","1"
"69121","G17003100627003",170310627003,"10","1"
"69122","G17003100628001",170310628001,"11","1"
"69123","G17003100628002",170310628002,"7","1"
"69124","G17003100628003",170310628003,"9","1"
"69125","G17003100629001",170310629001,"12","1"
"69126","G17003100629002",170310629002,"10","1"
"69127","G17003100629003",170310629003,"8","1"
"69128","G17003100630001",170310630001,"22","2"
"69129","G17003100630002",170310630002,"17","1"
"69130","G17003100630003",170310630003,"30","2"
"69131","G17003100631001",170310631001,"23","2"
"69132","G17003100631002",170310631002,"13","1"
"69133","G17003100632001",170310632001,"37","3"
"69134","G17003100632002",170310632002,"33","3"
"69135","G17003100632003",170310632003,"37","3"
"69136","G17003100632004",170310632004,"35","3"
"69137","G17003100632005",170310632005,"37","3"
"69138","G17003100632006",170310632006,"35","3"
"69139","G17003100633011",170310633011,"45","4"
"69140","G17003100633012",170310633012,"6","1"
"69141","G17003100633013",170310633013,"39","3"
"69142","G17003100633021",170310633021,"28","2"
"69143","G17003100633022",170310633022,"32","2"
"69144","G17003100633023",170310633023,"33","3"
"69145","G17003100633024",170310633024,"33","3"
"69146","G17003100633031",170310633031,"36","3"
"69147","G17003100633032",170310633032,"31","2"
"69148","G17003100634001",170310634001,"9","1"
"69149","G17003100634002",170310634002,"13","1"
"69150","G17003100701011",170310701011,"33","3"
"69151","G17003100701012",170310701012,"20","1"
"69152","G17003100701013",170310701013,"33","3"
"69153","G17003100701021",170310701021,"13","1"
"69154","G17003100701022",170310701022,"18","1"
"69155","G17003100701023",170310701023,"44","4"
"69156","G17003100701031",170310701031,"44","4"
"69157","G17003100701032",170310701032,"43","4"
"69158","G17003100702001",170310702001,"10","1"
"69159","G17003100702002",170310702002,"10","1"
"69160","G17003100702003",170310702003,"11","1"
"69161","G17003100703001",170310703001,"11","1"
"69162","G17003100703002",170310703002,"6","1"
"69163","G17003100704001",170310704001,"5","1"
"69164","G17003100704002",170310704002,"2","1"
"69165","G17003100704003",170310704003,"6","1"
"69166","G17003100705001",170310705001,"5","1"
"69167","G17003100705002",170310705002,"5","1"
"69168","G17003100705003",170310705003,"4","1"
"69169","G17003100706001",170310706001,"5","1"
"69170","G17003100706002",170310706002,"5","1"
"69171","G17003100707001",170310707001,"7","1"
"69172","G17003100707002",170310707002,"20","1"
"69173","G17003100710001",170310710001,"GQ","GQ"
"69174","G17003100710002",170310710002,"3","1"
"69175","G17003100711001",170310711001,"1","1"
"69176","G17003100711002",170310711002,"3","1"
"69177","G17003100712001",170310712001,"10","1"
"69178","G17003100712002",170310712002,"10","1"
"69179","G17003100713001",170310713001,"8","1"
"69180","G17003100713002",170310713002,"22","2"
"69181","G17003100714001",170310714001,"6","1"
"69182","G17003100714002",170310714002,"23","2"
"69183","G17003100714003",170310714003,"13","1"
"69184","G17003100714004",170310714004,"24","2"
"69185","G17003100715001",170310715001,"22","2"
"69186","G17003100715002",170310715002,"21","1"
"69187","G17003100715003",170310715003,"22","2"
"69188","G17003100715004",170310715004,"22","2"
"69189","G17003100715005",170310715005,"22","2"
"69190","G17003100715006",170310715006,"22","2"
"69191","G17003100716001",170310716001,"3","1"
"69192","G17003100717001",170310717001,"5","1"
"69193","G17003100717002",170310717002,"7","1"
"69194","G17003100718001",170310718001,"5","1"
"69195","G17003100718002",170310718002,"7","1"
"69196","G17003100801001",170310801001,"13","1"
"69197","G17003100801002",170310801002,"13","1"
"69198","G17003100801003",170310801003,"13","1"
"69199","G17003100801004",170310801004,"13","1"
"69200","G17003100801005",170310801005,"13","1"
"69201","G17003100801006",170310801006,"13","1"
"69202","G17003100801007",170310801007,"13","1"
"69203","G17003100802011",170310802011,"40","3"
"69204","G17003100802012",170310802012,"38","3"
"69205","G17003100802013",170310802013,"28","2"
"69206","G17003100802021",170310802021,"44","4"
"69207","G17003100802022",170310802022,"30","2"
"69208","G17003100802023",170310802023,"21","1"
"69209","G17003100803001",170310803001,"17","1"
"69210","G17003100803002",170310803002,"18","1"
"69211","G17003100803003",170310803003,"16","1"
"69212","G17003100803004",170310803004,"12","1"
"69213","G17003100804001",170310804001,"16","1"
"69214","G17003100804002",170310804002,"16","1"
"69215","G17003100804003",170310804003,"16","1"
"69216","G17003100810001",170310810001,"13","1"
"69217","G17003100810002",170310810002,"13","1"
"69218","G17003100810003",170310810003,"13","1"
"69219","G17003100810004",170310810004,"13","1"
"69220","G17003100810005",170310810005,"GQ","GQ"
"69221","G17003100810006",170310810006,"13","1"
"69222","G17003100811001",170310811001,"30","2"
"69223","G17003100811002",170310811002,"32","2"
"69224","G17003100811003",170310811003,"30","2"
"69225","G17003100812011",170310812011,"7","1"
"69226","G17003100812012",170310812012,"13","1"
"69227","G17003100812013",170310812013,"2","1"
"69228","G17003100812021",170310812021,"6","1"
"69229","G17003100812022",170310812022,"11","1"
"69230","G17003100812023",170310812023,"25","2"
"69231","G17003100812024",170310812024,"6","1"
"69232","G17003100813001",170310813001,"52","5"
"69233","G17003100813002",170310813002,"37","3"
"69234","G17003100813003",170310813003,"8","1"
"69235","G17003100813004",170310813004,"17","1"
"69236","G17003100813005",170310813005,"10","1"
"69237","G17003100813006",170310813006,"11","1"
"69238","G17003100814011",170310814011,"47","4"
"69239","G17003100814012",170310814012,"22","2"
"69240","G17003100814021",170310814021,"10","1"
"69241","G17003100814022",170310814022,"7","1"
"69242","G17003100814023",170310814023,"13","1"
"69243","G17003100814031",170310814031,"8","1"
"69244","G17003100814032",170310814032,"9","1"
"69245","G17003100814033",170310814033,"30","2"
"69246","G17003100815001",170310815001,"17","1"
"69247","G17003100815002",170310815002,"18","1"
"69248","G17003100815003",170310815003,"19","1"
"69249","G17003100816001",170310816001,"23","2"
"69250","G17003100816002",170310816002,"8","1"
"69251","G17003100817001",170310817001,"25","2"
"69252","G17003100817002",170310817002,"23","2"
"69253","G17003100818001",170310818001,"12","1"
"69254","G17003100818002",170310818002,"5","1"
"69255","G17003100818003",170310818003,"21","1"
"69256","G17003100818004",170310818004,"17","1"
"69257","G17003100819001",170310819001,"12","1"
"69258","G17003100901001",170310901001,"30","2"
"69259","G17003100901002",170310901002,"23","2"
"69260","G17003100901003",170310901003,"23","2"
"69261","G17003100901004",170310901004,"23","2"
"69262","G17003100902001",170310902001,"19","1"
"69263","G17003100902002",170310902002,"16","1"
"69264","G17003100902003",170310902003,"23","2"
"69265","G17003100902004",170310902004,"22","2"
"69266","G17003100902005",170310902005,"19","1"
"69267","G17003100903001",170310903001,"20","1"
"69268","G17003101001001",170311001001,"25","2"
"69269","G17003101001002",170311001002,"25","2"
"69270","G17003101001003",170311001003,"25","2"
"69271","G17003101001004",170311001004,"25","2"
"69272","G17003101002001",170311002001,"35","3"
"69273","G17003101002002",170311002002,"17","1"
